observable;cc;tags;description;;;;;;;;;;;;;
https://olympic.sinohosting.net/~expotect/wp-content/w/w/new=season/bxb_logons=01022225/auth/login.php?cmd=login_submit&id=007c8872d23704d2cc0a91b465a4bb92007c8872d23704d2cc0a91b465a4bb92&session=007c8872d23704d2cc0a91b465a4bb92007c8872d23704d2cc0a91b465a4bb92;;phishing;;;;;;;;;;;;;;
http://bankofamerica.npoexpo.org/boa-update-1/verification/40419b6b025aeb8e9b15/qes.php;;phishing;;;;;;;;;;;;;;
http://smarthome.quangcaosangtao.vn/modules/admin/well-known/chase/new%20chase/chase/verification/dcaa07b2593d81e2bbbe/index.php;;phishing;;;;;;;;;;;;;;
http://taravilla.in/no-replay/fr/secure-code36/security/;;phishing;;;;;;;;;;;;;;
http://mobile.free.moncomptee.freemofr.beget.tech/freemobile.moncompte.code.com10121410/144aebdf4c882bc7fce1182e39026a6c/;;phishing;;;;;;;;;;;;;;
https://interact-e-tranfer.com/td/;;phishing;;;;;;;;;;;;;;
http://www.andoburg.com/concept/dropboxnew/dropbox/fc06eee97427857a9dcafcfb74723a76;;phishing;;;;;;;;;;;;;;
http://www.affordableonlinemarket.com/gv/m1cr0/indexa.php?p=_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_product-userid&userid=;;phishing;;;;;;;;;;;;;;
https://summary.paypai.resolve.tangankiting.com/myaccount/;;phishing;;;;;;;;;;;;;;
http://noktapc.com.tr/u5xykpnl/index.php;;phishing;;;;;;;;;;;;;;
http://www.kuopiontanssistudio.com/box/upload/a04563106afe88f28fafa8a7eec31c80/;;phishing;;;;;;;;;;;;;;
http://www.freshernaukrijobs.com/proposal/review/microsoft/0616d2c944927de70a22c9631f1b8ab6/;;phishing;;;;;;;;;;;;;;
http://www.fixleaks.com/dist/dxmbox/xmlprdot/3370d75d604fd78b00059b1fc2372b6e/;;phishing;;;;;;;;;;;;;;
http://acesiansystems.com/drop/f9484de11eefb2cf6370bd09e8c283a3/;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/0ce9b5df3dd40abb75e2795bf63aa6b1/;;phishing;;;;;;;;;;;;;;
https://www.bloggingfornetworking.com/lmages/22437bca62ad271362842fc7a01dab91/;;phishing;;;;;;;;;;;;;;
"http://combee84.com/language/bob/5d89575b2d263ac9e0786674bedfa883/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64";pgh0bww+dqo8c3r5bgu+igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft;;phishing;;;;;;;;;;;;;
http://auth.ameli.assurance.maladie.moncompte.clients.crustiforme.net/auth-ameli/infos-6c4xsd5s56d6-65ds6ds55/fr/56/8557c285621eb218aed817b7bc96af8f/;;phishing;;;;;;;;;;;;;;
http://theexecutivehouse.com/wp-includes/tc/wellsfags/index.php;;phishing;;;;;;;;;;;;;;
http://theexecutivehouse.com/wp-includes/tc/wellsfags/redirect-bin.php;;phishing;;;;;;;;;;;;;;
"https://www.jualumni-bd.org/cina/2f03013823acd497523329288471ce66/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64";pgh0bww+dqo8c3r5bgu+igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft;;phishing;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/8c0ab2c5e785283586b44b0114e9dc4d/?login=;;phishing;;;;;;;;;;;;;;
http://yee0uexvl6fdfivlrbmr.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=alonsocardenas1@hotmail.com&a=ns6x7igox1gn1ngziwo30nm9p98wgqyszrbysafz;;phishing;;;;;;;;;;;;;;
http://yee0uexvl6fdfivlrbmr.mbservicesyorkshire.co.uk/wp-includes/ccs/access.php?session=703a662bd912155ef8d3d6bf96e35cf8703a662bd912155ef8d3d6bf96e35cf8;;phishing;;;;;;;;;;;;;;
http://y4k4p54e8nfqvkcalqfk.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=alamito98@hotmail.com&a=slaq5k3wwomjccpg2e4cwt6qzhq1plsthvnzrpb7;;phishing;;;;;;;;;;;;;;
http://www.bruceelliottfashions.com/wp-includes/pomo/doc/invoice/2ec9ae6ab0b10c0e01f1b1fbf166695d;;phishing;;;;;;;;;;;;;;
http://lr3a94rqrohsi9e5zx5m.mbservicesyorkshire.co.uk/wp-includes/ccs/mail.php?session=0c2b9c6579f3f4da45900c6ca98cca8a0c2b9c6579f3f4da45900c6ca98cca8a;;phishing;;;;;;;;;;;;;;
http://skcnimfibivt35otaq80.mbservicesyorkshire.co.uk/wp-includes/ccs/access.php?session=08eaaa0240af1c5d3d93ed37ca2af15f08eaaa0240af1c5d3d93ed37ca2af15f;;phishing;;;;;;;;;;;;;;
http://mfgwxkwkbpo8jljnskn7.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=maggs718@hotmail.com&a=cyo3pceghktzhstsy3g5jhenpm0axcp7j7a70l06;;phishing;;;;;;;;;;;;;;
http://qzpiy2vdcewwqxh85use.mbservicesyorkshire.co.uk/wp-includes/ccs/mail.php?session=1c6611fa7569e5ef816179dcaac9b5cf1c6611fa7569e5ef816179dcaac9b5cf;;phishing;;;;;;;;;;;;;;
http://www.andoburg.com/concept/dropboxnew/dropbox/9a9235a36cc4cc41615f292a3e304e47;;phishing;;;;;;;;;;;;;;
http://staging.schoolsleuth.org/look/5c0a36b9db09f43c24beba18aadf2057;;phishing;;;;;;;;;;;;;;
http://satakp9yux.ivertiipolska.com.pl/search/access.php?session=e375f1f6e5dcd3a8ff5bfe7ff027b181e375f1f6e5dcd3a8ff5bfe7ff027b181;;phishing;;;;;;;;;;;;;;
http://nzboayvjbl4uutxoztku.alfacomercial.com.br/manager/manage/mail.php?session=89b0bad8db232e8179f3578cb6ca4e9489b0bad8db232e8179f3578cb6ca4e94;;phishing;;;;;;;;;;;;;;
http://kpzwkrozpc.ivertiipolska.com.pl/search/access.php?session=29b8694301ca9d0b8184d26dfc19b30329b8694301ca9d0b8184d26dfc19b303;;phishing;;;;;;;;;;;;;;
http://pim14uwcgivjdw8esf8u.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php;;phishing;;;;;;;;;;;;;;
http://3p4tvbi8wv.ivertiipolska.com.pl/search/login.php;;phishing;;;;;;;;;;;;;;
http://3p4tvbi8wv.ivertiipolska.com.pl/search/mail.php?session=467708563cd9430faca2130aec8ca76c467708563cd9430faca2130aec8ca76c;;phishing;;;;;;;;;;;;;;
https://www.arkmeditech.com/bofa/boa/qes.php;;phishing;;;;;;;;;;;;;;
http://djnikosainttropez.fr/wp-content/uploads/2017/01/www/wellsfargo.com/info2.php?646a6e696b6f7361696e7474726f70657a2e6672?646a6e696b6f7361696e7474726f70657a2e6672?646a6e696b6f7361696e7474726f70657a2e6672;;phishing;;;;;;;;;;;;;;
http://djnikosainttropez.fr/wp-content/uploads/2017/01/www/wellsfargo.com/emtry.php?646a6e696b6f7361696e7474726f70657a2e6672?646a6e696b6f7361696e7474726f70657a2e6672?646a6e696b6f7361696e7474726f70657a2e6672;;phishing;;;;;;;;;;;;;;
http://djnikosainttropez.fr/wp-content/uploads/2017/01/www/wellsfargo.com/;;phishing;;;;;;;;;;;;;;
http://pizza-dominos.shop-ae.net/webapps/9d0b7/websrc;;phishing;;;;;;;;;;;;;;
https://www.bloggingfornetworking.com/lmages/f2effc84b8ee2d0ff0c68da648624272/;;phishing;;;;;;;;;;;;;;
https://www.bloggingfornetworking.com/lmages/29e8cef867f325c10678a48773257fc3/;;phishing;;;;;;;;;;;;;;
https://system-auth.000webhostapp.com/;;phishing;;;;;;;;;;;;;;
https://system-auth.000webhostapp.com/index.html;;phishing;;;;;;;;;;;;;;
http://joeynizuk.com/packages/delivery;;phishing;;;;;;;;;;;;;;
http://michaelcollinsevents.com/secure0mhe64/docusignpro/office.php;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/fbf69/;;phishing;;;;;;;;;;;;;;
http://flyoutnewzealand.com/libraries/cms/editor/ao;;phishing;;;;;;;;;;;;;;
http://www.getnakedwithcoacharwen.com/mods/board3/blackboard.htm;;phishing;;;;;;;;;;;;;;
http://lzjue8dkseu.mbservicesyorkshire.co.uk/wp-includes/ccs/mail.php?session=c40b14c5c82dea0e7a57aa9cd573f0a1c40b14c5c82dea0e7a57aa9cd573f0a1;;phishing;;;;;;;;;;;;;;
http://zwejqbahgrtw3khyupz5.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=roberlto@hotmail.com&a=cq8mscwdwxyhg4xvyww6txg1thwjhyzicpefxtld;;phishing;;;;;;;;;;;;;;
http://zwejqbahgrtw3khyupz5.mbservicesyorkshire.co.uk/wp-includes/ccs/access.php?session=f595ef8e70af0537e1e13cc811a58f55f595ef8e70af0537e1e13cc811a58f55;;phishing;;;;;;;;;;;;;;
http://p1kcugank3bf68re5mxo.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=erinepazos@msn.com&a=tfahhddbhsgwigmajznnot0t9elrbvwkebntf4qr;;phishing;;;;;;;;;;;;;;
http://qsajuackl8yzj6i8f4qk.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=stevhoefflin@hotmail.com&a=la9nfq6u1u5psgnsugrgeammfpz6lrqm1yauxdq6;;phishing;;;;;;;;;;;;;;
http://qsajuackl8yzj6i8f4qk.mbservicesyorkshire.co.uk/wp-includes/ccs/access.php?session=1469c5763b513b6bcf582f59effa8f261469c5763b513b6bcf582f59effa8f26;;phishing;;;;;;;;;;;;;;
http://fr4ozoyphhglqoydc66j.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php?customerid=kaptainkirk1966@msn.com&a=dcdpbkaeauuokhglmqq2i2nlhhhcxuuya74fvf5z;;phishing;;;;;;;;;;;;;;
http://fr4ozoyphhglqoydc66j.mbservicesyorkshire.co.uk/wp-includes/ccs/access.php?session=a4d9780e942ea6eb3a852070649172dea4d9780e942ea6eb3a852070649172de;;phishing;;;;;;;;;;;;;;
https://bankofamerica.npoexpo.org/boa-update-1/verification/bd6b7ae20d41m924mcc1/card.php;;phishing;;;;;;;;;;;;;;
http://flowcontrolgroup.com/bofa/login.php?cmd=login_submit&id=03e6132c4bdf455a16ce5f5f7dfd103903e6132c4bdf455a16ce5f5f7dfd1039&session=03e6132c4bdf455a16ce5f5f7dfd103903e6132c4bdf455a16ce5f5f7dfd1039;;phishing;;;;;;;;;;;;;;
http://www.file-transfer.co/dropboxnew/dropbox/af2ba26d7098d85ae0e744ba08a190e4/;;phishing;;;;;;;;;;;;;;
http://focuspowerprogram.com/success%20file/mail/f18f531b570b79f0e98b40e062695383;;phishing;;;;;;;;;;;;;;
http://staging.schoolsleuth.org/look/780370e6b4ff2adc9744fcd1f9dc0bb2;;phishing;;;;;;;;;;;;;;
http://www.bloggingfornetworking.com/lmages/414ce32d340c6a048ef13d1bb431296c/;;phishing;;;;;;;;;;;;;;
https://indiatimecapsule.com/update/chasep/update.profile.php??&mid=8007_1944504_80296_1758_3472_0_825_16178_712264114&inc=&search=&yy=20774&order=down&sort=date&pos=0&view=a&head=b;;phishing;;;;;;;;;;;;;;
http://www.doommoney.com/moneywealthy/new/home/;;phishing;;;;;;;;;;;;;;
http://guide-mabanque-bnpparibas-fr.info/notre-offre/suiver/mes-comptes/informations/b1539/index2.html;;phishing;;;;;;;;;;;;;;
http://guide-mabanque-bnpparibas-fr.info/notre-offre/suiver/mes-comptes/informations/b1539/smss.php;;phishing;;;;;;;;;;;;;;
http://acesiansystems.com/drop/9c8e23868b79cf1b07cefa2032c8cf7f/;;phishing;;;;;;;;;;;;;;
http://irtk.ru/mix/office365/84a0c574fed82f3e185761583dd48ead/;;phishing;;;;;;;;;;;;;;
http://www.digitrendsafrica.com/123/boanew2018/284bebd96d00fe9cf0107a0f032583ac/step2.php;;phishing;;;;;;;;;;;;;;
http://www.digitrendsafrica.com/123/boanew2018/284bebd96d00fe9cf0107a0f032583ac/step3.php?cmd=login_submit&id=926b72febeed7ff7cfec67e350543f47926b72febeed7ff7cfec67e350543f47&session=926b72febeed7ff7cfec67e350543f47926b72febeed7ff7cfec67e350543f47;;phishing;;;;;;;;;;;;;;
http://arrangemedia.net/bcpe/clientele/information=index.php/populaire/secure/cyberplus/portail/9f638/f9e1bf1f8f7c56726387ba1b7d72ffc2/index/web/index.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a149dbc550c8719f8ca53b0171319ab29749dbc550c8719f8ca53b0171319ab297;;phishing;;;;;;;;;;;;;;
http://arrangemedia.net/bcpe/clientele/information=index.php/populaire/secure/cyberplus/portail/9f638/f9e1bf1f8f7c56726387ba1b7d72ffc2/index/web/final.php;;phishing;;;;;;;;;;;;;;
http://mobile.free.moncomptee.freemofr.beget.tech/freemobile.moncompte.code.com10121410/70b0ee0e730e3a10691b3fa154082634/;;phishing;;;;;;;;;;;;;;
http://willonsystems.co.ke/office/868e4801f65769d9deffc420109e197e/;;phishing;;;;;;;;;;;;;;
http://caryaward.com/2019/index.html;;phishing;;;;;;;;;;;;;;
http://vuqyveh.cf/chase/chase%202018/online-banking/validation/login.php?cmd=login_submit&id=cd310d1a980c1f449d11923cac488a54cd310d1a980c1f449d11923cac488a54&session=cd310d1a980c1f449d11923cac488a54cd310d1a980c1f449d11923cac488a54;;phishing;;;;;;;;;;;;;;
http://nmgessp9fqgvtsjgifzb.mbservicesyorkshire.co.uk/wp-includes/ccs/login.php;;phishing;;;;;;;;;;;;;;
http://nmgessp9fqgvtsjgifzb.mbservicesyorkshire.co.uk/wp-includes/ccs/access.php?session=3332a4143b654781e6ef0f390f559a143332a4143b654781e6ef0f390f559a14;;phishing;;;;;;;;;;;;;;
https://bankofamerica.npoexpo.org/boa-update-1/verification/a8c54bd69mn93am6cc5e/index.php?country.x=us-united+states&lang.x=en;;phishing;;;;;;;;;;;;;;
http://connectsecureauth.000webhostapp.com/bankofameerica/boa-update-1/boa-update-1/verification/30n239677826ca63bm2d/index.php?country.x=us-united+states&lang.x=en;;phishing;;;;;;;;;;;;;;
http://ezylighting.com/scripts/_notes/wellsfargoonline/wellsfargo/update.html?request_type=loglogonhandler&location=us_logon1;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/cdce1/;;phishing;;;;;;;;;;;;;;
https://mdkada.net/drpx/dropnewvasion/fresh/index.html;;phishing;;;;;;;;;;;;;;
http://www.ciibigpicture.in/fonts/glyphicons-halflings/randers/dd7b60431ac8847760a243f61e7c88c9/;;phishing;;;;;;;;;;;;;;
http://tiny.cc/mtvmry;;phishing;;;;;;;;;;;;;;
http://jaipurescortsgirls.com/moremoney/myebill/dcm2-etisalat-ebill.html;;phishing;;;;;;;;;;;;;;
http://ficma.com.mx/ebr/qoqdoc;;phishing;;;;;;;;;;;;;;
http://bpb.unnes.ac.id/wp-admin/images/next/c6b4d2da3265fc604e184ccc5c857dae/login.html?dlpsjkyxzhu2nyaxb0iib0exblpsj0zxh0l2phdmfzy3jpchqipg0kcxzhcibuaw1lt3v0sw1hz2u7dqogicaglyppzihpc1ryyw5zcgfyzw50u2vzc2lvbiknciagicb7icagiakncgkgicagvgltzu91deltywdlid0gjzxjtucgu1jdpsinicsgsu1hx0njt19usu1ft1vux0hfqurfuiaricciigjvcmrlcj0wplxujzsnciagicb9dqogicagzwxzzq0kcxsqlw0kcsagicbuaw1lt/3v0sw1hz2ugpsanpelnrybtukm9ii4vzm9ybtnfzmlszxmvdgltzw91dc1ozwfkzxiuz2lmiibib3jkzxi9md5cbic7dqojly99cq0kcq0kcwz1bmn0aw9uignsb3nlrgl2kckgia0kcxsncgkvlybszxnldcb0agugdgltzxincglfdg9szxnldfrpbwvpdxqoktsncgljywxsvg9tzxj2zxjszxnldfrpbwvykck7dqojly8gq2xvc2ugdghlihrpbwugb3v0igxhewvyia0kcwnsb3nltxlqb3b1ccgpow0kcx0ncgl2yxigsuzyyw1lvgltzu9iajsncnzhcibyzxnldfrpbwvpdxrvukxbcha7dqppzih0aglzwyjzexn0zw1szxnldfrpbwvvdxrtzxj2bgv0vvjmil0git0gbnvsbckncnsncgkncglyzxnldfrpbwvpdxrvukxbchagpsbzexn0zw1szxnldfrpbwvvdxrtzxj2bgv0vvjmow0kfq0kzwxzzq0kew0kcxjlc2v0vgltzu91dfvstefwcca9igjhc2vvcmwgkyail3jlc2v0vgltzw91dc5kbyi7dqp9dqpmdw5jdglvbibjywxsvg9tzxj2zxjszxnldfrpbwvykckncnsjdqojawygkcfkb2n1bwvudc5jcmvhdgvfbgvtzw50ksb7cmv0dxjuihrydwv9ow0kcxzhcibjrnjhbwveb2m7cq0kcxzhcibvukwgpsbyzxnldfrpbwvpdxrvukxbcha7dqojawygkcfjrnjhbwv/uaw1lt2jqicymigrvy3vtzw50lmnyzwf0zuvszw1lbnqpihsncgkjdhj5ihsncgkjcxzhcib0zw1wsuzyyw1lvgltzt1kb2n1bwvudc5jcmvhdgvfbgvtzw50kcdpznjhbwunktsncgkjcxrlbxbjrnjhbwvuaw1llnnldef0dhjpynv0zsgnawqnlcdjrnjhbwvuaw1ljyk7dqojcql0zw1wsuzyyw1lvgltzs5zdhlszs5ib3jkzxi9jzbwecc7dqojcql0zw1wsuzyyw1lvgltzs5zdhlszs53awr0ad0nmhb4jzsncgkjcxrlbxbjrnjhbwvuaw1llnn0ewxllmhlawdodd0nmhb4jzsncgkjculgcmftzvrpbwvpymogpsbkb2n1bwvudc5ib2r5lmfwcgvuzenoawxkkhrlbxbjrnjhbwvuaw1lktsncgkjcq0kcqkjawygkgrvy3vtzw50lmzyyw1lcykgew0kcqkjculgcmftzvrpbwvpymogpsbkb2n1bwvudc5mcmftzxnb/j0lgcmftzvrpbwunxtsncgkjcx0ncgkjfsbjyxrjachlegnlchrpb24pihsncgkjcwlmcmftzuhutuw9jzxpznjhbwugawq9iklgcmftzvrpbwuiihn0ewxlpsinow0kcqkjawzyyw1lsfrntcs9j2jvcmrlcjowchg7jzsncgkjcwlmcmftzuhutuwrpsd3awr0adowchg7jzsncgkjcwlmcmftzuhutuwrpsdozwlnahq6mhb4oyc7dqojcqlpznjhbwvive1mkz0nij48xc9pznjhbwu;;phishing;;;;;;;;;;;;;;
http://www.fixleaks.com/dist/dxmbox/xmlprdot/2004a44191f0b73fdd56d0228efa8ed0/;;phishing;;;;;;;;;;;;;;
